Show_ID,Type,Title,Country,Release_Year,Genre,IMDb_Rating,Duration,Rating Category
NF02391,TV Show,2391,India,2015,Sci-Fi,8.7,3 Seasons,Excellent
NF02392,Movie,2392,South Korea,1983,Sci-Fi,6.8,75 min,Good
NF02393,Movie,2393,South Korea,2012,Sci-Fi,7.8,152 min,Average
NF02394,Movie,2394,UK,2020,Comedy,9.3,163 min,Excellent
NF02395,Movie,2395,Japan,1989,Drama,7.6,155 min,Good
NF02396,TV Show,2396,UK,2011,Action,6.4,8 Seasons,Good
NF02397,Movie,2397,USA,2003,Sci-Fi,6.3,71 min,Average
NF02398,TV Show,2398,Japan,1987,Thriller,9.7,5 Seasons,Excellent
NF02399,Movie,2399,USA,2023,Drama,7.7,163 min,Good
NF02400,Movie,2400,Japan,2000,Sci-Fi,9.1,72 min,Excellent
NF02401,Movie,2401,UK,2018,Action,5.3,97 min,Good
NF02402,TV Show,2402,South Korea,2022,Action,8,7 Seasons,Excellent
NF02403,TV Show,2403,India,2005,Drama,8.5,4 Seasons,Excellent
NF02404,TV Show,2404,South Korea,2014,Romance,5.7,2 Seasons,Good
NF02405,TV Show,2405,Japan,2008,Thriller,6.9,8 Seasons,Average
NF02406,TV Show,2406,South Korea,1986,Action,7.1,5 Seasons,Average
NF02407,Movie,2407,Japan,2018,Drama,9.4,170 min,Excellent
NF02408,TV Show,2408,India,2005,Drama,7.9,3 Seasons,Good
NF02409,Movie,2409,USA,2012,Sci-Fi,8.8,165 min,Excellent
NF02410,Movie,2410,UK,1981,Thriller,9.4,125 min,Excellent
NF02411,Movie,2411,UK,2024,Thriller,8.2,98 min,Excellent
NF02412,TV Show,2412,UK,1995,Thriller,7,9 Seasons,Good
NF02413,TV Show,2413,USA,1980,Thriller,8.7,6 Seasons,Excellent
NF02414,TV Show,2414,Canada,2026,Action,5.9,1 Seasons,Good
NF02415,TV Show,2415,USA,1995,Romance,8,1 Seasons,Excellent
NF02416,TV Show,2416,UK,1990,Drama,9.6,10 Seasons,Excellent
NF02417,TV Show,2417,Canada,2013,Drama,7.4,8 Seasons,Good
NF02418,TV Show,2418,India,1985,Thriller,5.8,3 Seasons,Good
NF02419,TV Show,2419,UK,2019,Comedy,7.2,6 Seasons,Average
NF02420,Movie,2420,UK,1996,Comedy,9,165 min,Excellent
NF02421,Movie,2421,USA,1995,Thriller,7.2,121 min,Good
NF02422,Movie,2422,India,2020,Action,5.7,140 min,Good
NF02423,TV Show,2423,South Korea,2018,Sci-Fi,9.4,5 Seasons,Excellent
NF02424,Movie,2424,USA,1986,Action,6.4,69 min,Good
NF02425,Movie,2425,UK,2009,Action,6.6,96 min,Average
NF02426,Movie,2426,USA,2009,Comedy,8.6,77 min,Excellent
NF02427,Movie,2427,USA,2005,Comedy,9.3,94 min,Excellent
NF02428,Movie,2428,South Korea,2014,Sci-Fi,9.1,64 min,Excellent
NF02429,TV Show,2429,South Korea,2016,Drama,5.7,10 Seasons,Good
NF02430,Movie,2430,USA,1997,Sci-Fi,6,140 min,Average
NF02431,Movie,2431,UK,1999,Romance,5,130 min,Average
NF02432,Movie,2432,India,1990,Thriller,8.1,78 min,Excellent
NF02433,Movie,2433,USA,1985,Romance,8.4,69 min,Excellent
NF02434,Movie,2434,Canada,2011,Drama,9.2,151 min,Excellent
NF02435,TV Show,2435,South Korea,2007,Romance,9.8,1 Seasons,Excellent
NF02436,TV Show,2436,USA,1987,Sci-Fi,5.5,2 Seasons,Good
NF02437,TV Show,2437,South Korea,1981,Action,8,3 Seasons,Excellent
NF02438,TV Show,2438,UK,1993,Thriller,9.1,1 Seasons,Excellent
NF02439,Movie,2439,Canada,2010,Comedy,6.6,69 min,Good
NF02440,Movie,2440,USA,2022,Sci-Fi,8.8,70 min,Excellent
NF02441,TV Show,2441,South Korea,1989,Sci-Fi,6.2,8 Seasons,Good
NF02442,TV Show,2442,India,1989,Action,6.6,10 Seasons,Average
NF02443,TV Show,2443,UK,2006,Action,7.3,2 Seasons,Average
NF02444,TV Show,2444,India,2013,Romance,9.5,8 Seasons,Excellent
NF02445,Movie,2445,Canada,2022,Thriller,6.6,93 min,Good
NF02446,Movie,2446,UK,2014,Drama,8.6,69 min,Excellent
NF02447,TV Show,2447,USA,1999,Romance,6.9,2 Seasons,Good
NF02448,TV Show,2448,UK,2019,Romance,8.7,8 Seasons,Excellent
NF02449,Movie,2449,USA,2004,Action,5.5,128 min,Good
NF02450,Movie,2450,Canada,1992,Romance,7.9,169 min,Average
NF02451,Movie,2451,UK,2021,Romance,8.9,135 min,Excellent
NF02452,TV Show,2452,South Korea,2026,Thriller,7.5,5 Seasons,Good
NF02453,TV Show,2453,UK,2024,Sci-Fi,8.6,9 Seasons,Excellent
NF02454,TV Show,2454,Japan,2015,Romance,9.2,9 Seasons,Excellent
NF02455,Movie,2455,Canada,1997,Comedy,7.9,161 min,Good
NF02456,TV Show,2456,UK,1991,Romance,8.7,4 Seasons,Excellent
NF02457,TV Show,2457,USA,2007,Action,9.6,2 Seasons,Excellent
NF02458,TV Show,2458,UK,2004,Comedy,5.9,4 Seasons,Good
NF02459,Movie,2459,India,2015,Thriller,9.1,116 min,Excellent
NF02460,Movie,2460,India,1987,Action,8,97 min,Excellent
NF02461,Movie,2461,UK,1995,Sci-Fi,9.6,172 min,Excellent
NF02462,TV Show,2462,South Korea,1981,Thriller,5.5,6 Seasons,Good
NF02463,Movie,2463,UK,2013,Action,6.6,101 min,Average
NF02464,Movie,2464,South Korea,2004,Comedy,8.3,167 min,Excellent
NF02465,Movie,2465,UK,2012,Comedy,8.7,126 min,Excellent
NF02466,TV Show,2466,UK,2008,Sci-Fi,7.9,2 Seasons,Good
NF02467,Movie,2467,South Korea,1993,Drama,6.8,99 min,Good
NF02468,TV Show,2468,USA,2018,Action,7.4,2 Seasons,Average
NF02469,Movie,2469,Canada,1983,Romance,5.5,157 min,Good
NF02470,Movie,2470,South Korea,1985,Comedy,6.5,170 min,Average
NF02471,Movie,2471,South Korea,1985,Drama,7.4,177 min,Average
NF02472,Movie,2472,Canada,2006,Drama,5.3,145 min,Good
NF02473,Movie,2473,UK,2024,Action,8.4,122 min,Excellent
NF02474,Movie,2474,India,2023,Comedy,7,135 min,Good
NF02475,Movie,2475,USA,1990,Action,5.1,138 min,Good
NF02476,TV Show,2476,India,1999,Action,9.6,8 Seasons,Excellent
NF02477,Movie,2477,Japan,2006,Comedy,5.3,86 min,Good
NF02478,TV Show,2478,Japan,1991,Drama,6,5 Seasons,Average
NF02479,Movie,2479,Canada,2017,Romance,9.1,151 min,Excellent
NF02480,Movie,2480,Japan,2008,Comedy,6.3,114 min,Good
NF02481,TV Show,2481,USA,1983,Thriller,6.3,10 Seasons,Average
NF02482,TV Show,2482,USA,2014,Sci-Fi,5.6,5 Seasons,Average
NF02483,TV Show,2483,India,1986,Sci-Fi,7.7,4 Seasons,Average
NF02484,Movie,2484,Canada,1983,Thriller,9.2,132 min,Excellent
NF02485,TV Show,2485,South Korea,2003,Comedy,6.4,1 Seasons,Good
NF02486,Movie,2486,Canada,2016,Sci-Fi,8.3,122 min,Excellent
NF02487,TV Show,2487,UK,1981,Comedy,8.2,2 Seasons,Excellent
NF02488,Movie,2488,Japan,1999,Comedy,5.2,77 min,Good
NF02489,Movie,2489,USA,2007,Comedy,6.6,118 min,Average
NF02490,Movie,2490,UK,2026,Sci-Fi,5.8,124 min,Average
NF02491,TV Show,2491,Canada,2011,Thriller,9.6,9 Seasons,Excellent
NF02492,TV Show,2492,India,2016,Comedy,8.9,4 Seasons,Excellent
NF02493,Movie,2493,UK,2012,Thriller,5.4,169 min,Good
NF02494,TV Show,2494,India,2006,Comedy,9.1,9 Seasons,Excellent
NF02495,TV Show,2495,Canada,2022,Comedy,6.1,1 Seasons,Good
NF02496,Movie,2496,Canada,1987,Romance,5.7,72 min,Average
NF02497,TV Show,2497,Canada,2018,Romance,8.7,8 Seasons,Excellent
NF02498,TV Show,2498,Canada,2000,Romance,6.4,5 Seasons,Good
NF02499,Movie,2499,India,2002,Thriller,8.4,88 min,Excellent
NF02500,Movie,2500,Canada,2012,Sci-Fi,8.9,95 min,Excellent
NF02501,TV Show,2501,South Korea,1997,Sci-Fi,7,4 Seasons,Good
NF02502,Movie,2502,UK,2000,Action,5.9,91 min,Good
NF02503,TV Show,2503,Canada,2021,Action,9.8,6 Seasons,Excellent
NF02504,TV Show,2504,Canada,1990,Romance,5.7,7 Seasons,Good
NF02505,TV Show,2505,Canada,1990,Drama,8.6,9 Seasons,Excellent
NF02506,Movie,2506,Canada,2004,Action,6.6,172 min,Good
NF02507,TV Show,2507,UK,2000,Comedy,8.3,10 Seasons,Excellent
NF02508,TV Show,2508,USA,1988,Sci-Fi,9.8,2 Seasons,Excellent
NF02509,TV Show,2509,South Korea,1986,Drama,7.7,3 Seasons,Good
NF02510,Movie,2510,India,2010,Sci-Fi,5.7,141 min,Good
NF02511,Movie,2511,Japan,1997,Romance,5.8,62 min,Average
NF02512,Movie,2512,India,2013,Action,5.9,144 min,Average
NF02513,TV Show,2513,USA,2005,Comedy,6,1 Seasons,Average
NF02514,Movie,2514,UK,1985,Thriller,9.8,100 min,Excellent
NF02515,TV Show,2515,Canada,1994,Action,7.2,8 Seasons,Good
NF02516,Movie,2516,UK,2013,Thriller,6.5,97 min,Good
NF02517,TV Show,2517,Japan,2005,Sci-Fi,8.4,2 Seasons,Excellent
NF02518,TV Show,2518,South Korea,1983,Action,6.8,5 Seasons,Good
NF02519,TV Show,2519,USA,2018,Comedy,8.7,8 Seasons,Excellent
NF02520,Movie,2520,Canada,2003,Thriller,7.6,177 min,Good
NF02521,Movie,2521,Japan,1999,Thriller,6.8,103 min,Good
NF02522,TV Show,2522,USA,2026,Romance,7.6,5 Seasons,Average
NF02523,TV Show,2523,Japan,2002,Action,8.6,5 Seasons,Excellent
NF02524,TV Show,2524,South Korea,2000,Romance,7.9,2 Seasons,Good
NF02525,Movie,2525,UK,1982,Drama,8.4,143 min,Excellent
NF02526,Movie,2526,UK,1997,Comedy,5.7,153 min,Good
NF02527,Movie,2527,UK,2006,Thriller,9.8,103 min,Excellent
NF02528,Movie,2528,South Korea,2011,Action,9.3,111 min,Excellent
NF02529,TV Show,2529,UK,1985,Comedy,7.9,6 Seasons,Good
NF02530,TV Show,2530,UK,1982,Action,7.4,5 Seasons,Good
NF02531,TV Show,2531,Japan,1992,Drama,7.1,5 Seasons,Good
NF02532,TV Show,2532,UK,1986,Action,7.2,1 Seasons,Good
NF02533,Movie,2533,India,2011,Comedy,7,100 min,Good
NF02534,TV Show,2534,South Korea,2025,Drama,8,9 Seasons,Excellent
NF02535,Movie,2535,UK,1992,Drama,9,160 min,Excellent
NF02536,Movie,2536,UK,2018,Comedy,5.9,137 min,Good
NF02537,Movie,2537,South Korea,1998,Comedy,6.7,114 min,Average
NF02538,Movie,2538,Japan,2002,Romance,7.1,121 min,Average
NF02539,Movie,2539,USA,1997,Romance,7.8,73 min,Good
NF02540,Movie,2540,India,1991,Action,8,180 min,Excellent
NF02541,Movie,2541,Canada,2021,Drama,5.7,121 min,Good
NF02542,TV Show,2542,India,2002,Action,6.7,1 Seasons,Average
NF02543,Movie,2543,UK,1995,Comedy,7.3,112 min,Average
NF02544,Movie,2544,Canada,1998,Comedy,7.5,149 min,Good
NF02545,TV Show,2545,UK,1980,Sci-Fi,6.7,7 Seasons,Good
NF02546,TV Show,2546,UK,2026,Romance,7,8 Seasons,Average
NF02547,TV Show,2547,South Korea,1994,Comedy,6.1,4 Seasons,Good
NF02548,Movie,2548,UK,1990,Drama,8.7,118 min,Excellent
NF02549,Movie,2549,India,1990,Comedy,9.3,120 min,Excellent
NF02550,TV Show,2550,India,2026,Comedy,6.1,5 Seasons,Good
NF02551,TV Show,2551,Canada,2004,Drama,5.8,6 Seasons,Average
NF02552,TV Show,2552,UK,1989,Action,7.7,3 Seasons,Average
NF02553,Movie,2553,UK,1981,Sci-Fi,5,70 min,Good
NF02554,TV Show,2554,Canada,2011,Romance,9.5,9 Seasons,Excellent
NF02555,TV Show,2555,South Korea,2011,Drama,9,9 Seasons,Excellent
NF02556,Movie,2556,UK,1981,Romance,5,79 min,Good
NF02557,Movie,2557,UK,1984,Action,8.6,137 min,Excellent
NF02558,TV Show,2558,India,1999,Drama,6.7,3 Seasons,Good
NF02559,TV Show,2559,UK,1997,Comedy,6.3,7 Seasons,Average
NF02560,TV Show,2560,Canada,2020,Thriller,8.1,10 Seasons,Excellent
NF02561,Movie,2561,India,2026,Sci-Fi,9.7,173 min,Excellent
NF02562,TV Show,2562,Canada,2005,Thriller,7.5,1 Seasons,Good
NF02563,TV Show,2563,India,1992,Romance,9.2,9 Seasons,Excellent
NF02564,Movie,2564,USA,1988,Romance,6.9,91 min,Good
NF02565,Movie,2565,India,1985,Romance,8.6,103 min,Excellent
NF02566,Movie,2566,India,1992,Sci-Fi,5,110 min,Good
NF02567,Movie,2567,Japan,2014,Comedy,5.2,156 min,Average
NF02568,TV Show,2568,UK,2004,Sci-Fi,5.4,9 Seasons,Average
NF02569,Movie,2569,Japan,1984,Romance,8.4,154 min,Excellent
NF02570,Movie,2570,India,1982,Drama,5.7,118 min,Good
NF02571,Movie,2571,India,1991,Romance,7.3,165 min,Average
NF02572,TV Show,2572,UK,1997,Thriller,5,1 Seasons,Good
NF02573,TV Show,2573,South Korea,2012,Sci-Fi,7.2,10 Seasons,Average
NF02574,Movie,2574,South Korea,1980,Romance,8.1,136 min,Excellent
NF02575,TV Show,2575,South Korea,1990,Comedy,7.7,7 Seasons,Good
NF02576,Movie,2576,UK,1984,Action,8.1,100 min,Excellent
NF02577,Movie,2577,Japan,1995,Action,7.5,130 min,Good
NF02578,Movie,2578,USA,1992,Drama,8.2,120 min,Excellent
NF02579,TV Show,2579,South Korea,2011,Comedy,5.9,9 Seasons,Good
NF02580,Movie,2580,USA,1980,Thriller,6,154 min,Average
NF02581,Movie,2581,Canada,1988,Comedy,8.9,178 min,Excellent
NF02582,Movie,2582,Japan,1993,Romance,5.4,138 min,Good
NF02583,TV Show,2583,UK,1984,Romance,5.1,4 Seasons,Average
NF02584,Movie,2584,USA,1995,Romance,5.7,62 min,Average
NF02585,Movie,2585,Japan,1993,Thriller,7.5,177 min,Average
NF02586,TV Show,2586,Canada,1981,Sci-Fi,5.1,6 Seasons,Good
NF02587,Movie,2587,Canada,2014,Comedy,9.8,111 min,Excellent
NF02588,Movie,2588,Canada,2001,Drama,7.2,80 min,Good
NF02589,TV Show,2589,USA,1983,Romance,5.5,5 Seasons,Good
NF02590,TV Show,2590,Japan,1999,Sci-Fi,9.7,3 Seasons,Excellent
NF02591,TV Show,2591,USA,2006,Action,5.4,6 Seasons,Good
NF02592,TV Show,2592,Japan,1980,Thriller,9.5,2 Seasons,Excellent
NF02593,TV Show,2593,Japan,2010,Comedy,9.5,1 Seasons,Excellent
NF02594,TV Show,2594,Japan,2011,Sci-Fi,5.3,1 Seasons,Good
NF02595,TV Show,2595,Japan,2009,Action,7.6,7 Seasons,Average
NF02596,Movie,2596,Japan,1994,Comedy,8.7,174 min,Excellent
NF02597,TV Show,2597,Japan,2003,Sci-Fi,6,6 Seasons,Good
NF02598,Movie,2598,Canada,2013,Drama,7.8,155 min,Average
NF02599,Movie,2599,Canada,1998,Thriller,9.7,79 min,Excellent
NF02600,Movie,2600,USA,2013,Romance,7.3,69 min,Good
NF02601,TV Show,2601,USA,2004,Sci-Fi,5.7,6 Seasons,Good
NF02602,TV Show,2602,Japan,1986,Comedy,7.9,6 Seasons,Average
NF02603,TV Show,2603,Canada,2016,Thriller,8.5,9 Seasons,Excellent
NF02604,Movie,2604,Canada,1983,Drama,5,79 min,Good
NF02605,Movie,2605,India,2005,Drama,5.6,87 min,Average
NF02606,Movie,2606,Japan,2012,Comedy,8.8,140 min,Excellent
NF02607,Movie,2607,USA,1991,Thriller,5.8,108 min,Good
NF02608,TV Show,2608,Japan,1988,Action,7.5,4 Seasons,Average
NF02609,Movie,2609,UK,2011,Romance,9.7,145 min,Excellent
NF02610,TV Show,2610,South Korea,1986,Thriller,6.9,7 Seasons,Good
NF02611,TV Show,2611,UK,2007,Drama,8.6,8 Seasons,Excellent
NF02612,TV Show,2612,Canada,2012,Sci-Fi,6.6,7 Seasons,Good
NF02613,Movie,2613,South Korea,1995,Romance,7.9,130 min,Average
NF02614,TV Show,2614,USA,2026,Thriller,9.3,1 Seasons,Excellent
NF02615,TV Show,2615,Canada,1998,Romance,5.7,8 Seasons,Good
NF02616,TV Show,2616,UK,2021,Action,7.2,4 Seasons,Average
NF02617,TV Show,2617,South Korea,1983,Sci-Fi,6.7,1 Seasons,Good
NF02618,Movie,2618,India,1998,Thriller,9.5,157 min,Excellent
NF02619,Movie,2619,UK,1990,Action,5.9,107 min,Good
NF02620,TV Show,2620,Canada,1997,Action,9,7 Seasons,Excellent
NF02621,Movie,2621,Canada,2002,Comedy,9.8,71 min,Excellent
NF02622,Movie,2622,USA,1994,Comedy,7.2,78 min,Good
NF02623,Movie,2623,UK,1991,Drama,8.1,68 min,Excellent
NF02624,TV Show,2624,Canada,1995,Romance,9.3,4 Seasons,Excellent
NF02625,Movie,2625,UK,2022,Comedy,5.8,156 min,Good
NF02626,TV Show,2626,USA,2011,Thriller,9.2,7 Seasons,Excellent
NF02627,TV Show,2627,South Korea,2000,Drama,8.2,2 Seasons,Excellent
NF02628,TV Show,2628,Japan,1984,Drama,5.3,6 Seasons,Good
NF02629,TV Show,2629,India,2015,Comedy,8,1 Seasons,Excellent
NF02630,Movie,2630,South Korea,1987,Thriller,5.3,94 min,Good
NF02631,Movie,2631,South Korea,2014,Action,8.8,72 min,Excellent
NF02632,Movie,2632,India,2004,Romance,6.2,167 min,Good
NF02633,TV Show,2633,India,1991,Romance,8.2,3 Seasons,Excellent
NF02634,Movie,2634,USA,2006,Drama,8,178 min,Excellent
NF02635,Movie,2635,USA,1981,Romance,9.4,166 min,Excellent
NF02636,TV Show,2636,Japan,1991,Comedy,8.5,1 Seasons,Excellent
NF02637,TV Show,2637,South Korea,1987,Sci-Fi,9.4,4 Seasons,Excellent
NF02638,TV Show,2638,Canada,1992,Romance,8.9,4 Seasons,Excellent
NF02639,Movie,2639,India,1997,Action,7.4,106 min,Good
NF02640,TV Show,2640,South Korea,1984,Action,7.5,6 Seasons,Good
NF02641,Movie,2641,Japan,2025,Action,5.8,102 min,Good
NF02642,Movie,2642,Canada,1999,Romance,9.3,78 min,Excellent
NF02643,TV Show,2643,Japan,2017,Action,9.6,6 Seasons,Excellent
NF02644,Movie,2644,South Korea,2013,Drama,7.2,162 min,Good
NF02645,Movie,2645,Canada,1986,Sci-Fi,5.3,87 min,Good
NF02646,Movie,2646,Canada,2011,Action,8,78 min,Excellent
NF02647,TV Show,2647,UK,2014,Romance,9.5,8 Seasons,Excellent
NF02648,TV Show,2648,South Korea,1998,Drama,6.5,3 Seasons,Good
NF02649,TV Show,2649,India,1991,Thriller,5.2,5 Seasons,Average
NF02650,Movie,2650,South Korea,2016,Action,6.5,84 min,Average
NF02651,TV Show,2651,Japan,1982,Thriller,9.5,2 Seasons,Excellent
NF02652,Movie,2652,Canada,2015,Sci-Fi,9.6,88 min,Excellent
NF02653,TV Show,2653,South Korea,1983,Thriller,5.4,10 Seasons,Good
NF02654,TV Show,2654,Canada,1986,Romance,5.4,1 Seasons,Average
NF02655,Movie,2655,USA,2017,Drama,5.7,167 min,Average
NF02656,TV Show,2656,India,2010,Sci-Fi,6,3 Seasons,Average
NF02657,TV Show,2657,South Korea,1996,Sci-Fi,5,1 Seasons,Average
NF02658,Movie,2658,UK,1980,Drama,6.9,82 min,Average
NF02659,TV Show,2659,South Korea,2021,Romance,5.9,5 Seasons,Average
NF02660,TV Show,2660,UK,1982,Comedy,8.2,7 Seasons,Excellent
NF02661,Movie,2661,South Korea,1986,Romance,9.3,115 min,Excellent
NF02662,TV Show,2662,USA,2015,Sci-Fi,8.5,3 Seasons,Excellent
NF02663,Movie,2663,India,1983,Action,9.4,70 min,Excellent
NF02664,TV Show,2664,India,1994,Romance,6.7,1 Seasons,Good
NF02665,TV Show,2665,USA,2004,Comedy,5.1,1 Seasons,Average
NF02666,Movie,2666,UK,1993,Drama,5.5,109 min,Average
NF02667,TV Show,2667,India,1996,Drama,7.5,2 Seasons,Average
NF02668,TV Show,2668,USA,2022,Comedy,6.6,10 Seasons,Good
NF02669,TV Show,2669,UK,2009,Action,8.6,6 Seasons,Excellent
NF02670,Movie,2670,Japan,1995,Romance,9.1,67 min,Excellent
NF02671,TV Show,2671,India,1984,Romance,7.6,2 Seasons,Good
NF02672,TV Show,2672,USA,1990,Romance,8.3,3 Seasons,Excellent
NF02673,Movie,2673,UK,1991,Action,8.3,120 min,Excellent
NF02674,TV Show,2674,India,2021,Thriller,9.7,3 Seasons,Excellent
NF02675,TV Show,2675,Canada,2020,Sci-Fi,5.9,6 Seasons,Good
NF02676,TV Show,2676,Japan,2020,Thriller,7.2,9 Seasons,Average
NF02677,Movie,2677,USA,1995,Romance,6,154 min,Good
NF02678,Movie,2678,UK,2009,Comedy,9.1,95 min,Excellent
NF02679,TV Show,2679,Canada,1995,Sci-Fi,7.7,4 Seasons,Good
NF02680,TV Show,2680,Japan,2023,Romance,8.8,4 Seasons,Excellent
NF02681,Movie,2681,India,1986,Action,7.3,142 min,Good
NF02682,Movie,2682,UK,2025,Sci-Fi,5.2,91 min,Good
NF02683,Movie,2683,India,1987,Romance,7.5,124 min,Average
NF02684,TV Show,2684,South Korea,1989,Comedy,8.1,10 Seasons,Excellent
NF02685,Movie,2685,UK,1994,Thriller,9.2,126 min,Excellent
NF02686,TV Show,2686,South Korea,1983,Romance,5,3 Seasons,Good
NF02687,Movie,2687,India,1997,Romance,9.7,127 min,Excellent
NF02688,Movie,2688,UK,1982,Action,8,168 min,Excellent
NF02689,Movie,2689,Canada,2023,Comedy,9.7,173 min,Excellent
NF02690,TV Show,2690,Canada,2000,Comedy,9.8,1 Seasons,Excellent
NF02691,Movie,2691,India,1999,Comedy,6.4,116 min,Good
NF02692,TV Show,2692,India,1986,Thriller,5.1,6 Seasons,Average
NF02693,TV Show,2693,UK,2010,Thriller,8.8,5 Seasons,Excellent
NF02694,TV Show,2694,USA,1988,Sci-Fi,5.4,2 Seasons,Good
NF02695,Movie,2695,Japan,2013,Sci-Fi,6.4,164 min,Average
NF02696,Movie,2696,UK,2020,Sci-Fi,8,147 min,Excellent
NF02697,Movie,2697,UK,2001,Comedy,9.6,117 min,Excellent
NF02698,Movie,2698,Japan,2013,Action,9,81 min,Excellent
NF02699,TV Show,2699,UK,2008,Sci-Fi,6.2,6 Seasons,Good
NF02700,Movie,2700,UK,2021,Comedy,6,83 min,Average
NF02701,TV Show,2701,South Korea,1993,Sci-Fi,8.1,3 Seasons,Excellent
NF02702,TV Show,2702,South Korea,2010,Sci-Fi,9.8,8 Seasons,Excellent
NF02703,TV Show,2703,India,1998,Sci-Fi,7.8,7 Seasons,Good
NF02704,TV Show,2704,Japan,2014,Thriller,6.2,6 Seasons,Good
NF02705,Movie,2705,USA,1985,Thriller,5.6,156 min,Average
NF02706,TV Show,2706,UK,2023,Comedy,6.5,7 Seasons,Average
NF02707,Movie,2707,India,2019,Thriller,5.5,81 min,Average
NF02708,TV Show,2708,Canada,1981,Drama,6.7,3 Seasons,Average
NF02709,TV Show,2709,USA,2024,Comedy,6,3 Seasons,Average
NF02710,TV Show,2710,Japan,1986,Drama,9.8,4 Seasons,Excellent
NF02711,Movie,2711,India,1998,Sci-Fi,8.8,158 min,Excellent
NF02712,TV Show,2712,UK,2001,Thriller,9.3,3 Seasons,Excellent
NF02713,Movie,2713,South Korea,2005,Thriller,7.2,90 min,Good
NF02714,TV Show,2714,USA,2018,Action,9.6,2 Seasons,Excellent
NF02715,Movie,2715,Canada,2020,Drama,5.2,149 min,Good
NF02716,Movie,2716,India,1995,Romance,8.3,64 min,Excellent
NF02717,TV Show,2717,South Korea,2011,Comedy,8.7,2 Seasons,Excellent
NF02718,Movie,2718,Canada,1991,Thriller,6.5,90 min,Good
NF02719,Movie,2719,Canada,2010,Comedy,8.5,73 min,Excellent
NF02720,TV Show,2720,USA,2018,Romance,9.7,5 Seasons,Excellent
NF02721,TV Show,2721,India,1983,Sci-Fi,7.6,9 Seasons,Good
NF02722,Movie,2722,Japan,1985,Romance,8.3,125 min,Excellent
NF02723,TV Show,2723,Canada,2022,Comedy,6.4,7 Seasons,Good
NF02724,TV Show,2724,Japan,2005,Drama,8.5,3 Seasons,Excellent
NF02725,TV Show,2725,Japan,2012,Sci-Fi,9.8,8 Seasons,Excellent
NF02726,Movie,2726,UK,2012,Thriller,6,135 min,Good
NF02727,Movie,2727,Canada,1982,Romance,5.5,119 min,Average
NF02728,TV Show,2728,UK,1987,Action,5.1,8 Seasons,Average
NF02729,Movie,2729,USA,2009,Drama,6.4,97 min,Average
NF02730,Movie,2730,South Korea,1996,Romance,8.1,161 min,Excellent
NF02731,Movie,2731,South Korea,2008,Drama,6.9,155 min,Good
NF02732,TV Show,2732,Canada,2017,Thriller,6.7,1 Seasons,Average
NF02733,Movie,2733,Canada,1993,Thriller,8.5,63 min,Excellent
NF02734,TV Show,2734,Japan,1995,Sci-Fi,8.7,1 Seasons,Excellent
NF02735,Movie,2735,India,1984,Romance,8.1,74 min,Excellent
NF02736,TV Show,2736,India,2013,Comedy,6.6,3 Seasons,Good
NF02737,TV Show,2737,UK,1986,Romance,8.1,6 Seasons,Excellent
NF02738,Movie,2738,Japan,1997,Comedy,7.3,107 min,Good
NF02739,Movie,2739,India,2009,Action,5.9,92 min,Good
NF02740,Movie,2740,South Korea,1984,Action,8.2,124 min,Excellent
NF02741,TV Show,2741,India,2016,Comedy,8.8,10 Seasons,Excellent
NF02742,Movie,2742,USA,2025,Drama,5.5,114 min,Good
NF02743,TV Show,2743,UK,2015,Comedy,9.1,1 Seasons,Excellent
NF02744,TV Show,2744,Japan,1985,Thriller,9.8,2 Seasons,Excellent
NF02745,Movie,2745,USA,2014,Action,6.2,177 min,Good
NF02746,TV Show,2746,Canada,2006,Romance,8,5 Seasons,Excellent
NF02747,Movie,2747,India,2009,Sci-Fi,6.8,87 min,Good
NF02748,Movie,2748,UK,2019,Romance,7.3,99 min,Average
NF02749,TV Show,2749,USA,1987,Comedy,9.5,9 Seasons,Excellent
NF02750,Movie,2750,South Korea,2022,Sci-Fi,8.3,164 min,Excellent
NF02751,Movie,2751,India,2023,Drama,8.9,82 min,Excellent
NF02752,Movie,2752,India,1985,Action,7.4,127 min,Good
NF02753,Movie,2753,USA,2007,Drama,8.7,154 min,Excellent
NF02754,Movie,2754,Canada,1993,Comedy,6.3,64 min,Good
NF02755,TV Show,2755,USA,2013,Sci-Fi,8.6,4 Seasons,Excellent
NF02756,Movie,2756,Canada,2012,Romance,9.1,112 min,Excellent
NF02757,Movie,2757,South Korea,2011,Action,9.6,131 min,Excellent
NF02758,TV Show,2758,South Korea,1990,Action,6.5,7 Seasons,Good
NF02759,Movie,2759,India,1991,Action,6.5,132 min,Average
NF02760,Movie,2760,Canada,1990,Action,5.2,60 min,Average
NF02761,TV Show,2761,South Korea,2003,Action,7.5,6 Seasons,Average
NF02762,TV Show,2762,South Korea,2009,Sci-Fi,7.7,10 Seasons,Good
NF02763,Movie,2763,UK,2026,Comedy,9,179 min,Excellent
NF02764,Movie,2764,UK,2020,Sci-Fi,6.7,141 min,Good
NF02765,TV Show,2765,Japan,2010,Drama,9.3,4 Seasons,Excellent
NF02766,TV Show,2766,Japan,2020,Drama,9.3,8 Seasons,Excellent
NF02767,Movie,2767,South Korea,1995,Action,6.7,89 min,Good
NF02768,Movie,2768,Canada,2017,Thriller,5.1,75 min,Average
